test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
RFXAP	RFXAP	RFXAP	chr13:37393338-37403740	KO1_WT	KO1_Pus1	OK	15.3495	15.4604	0.0103923	0.0511069	0.94055	0.966892	no
RG9MTD1	RG9MTD1	RG9MTD1	chr3:101280711-101285089	KO1_WT	KO1_Pus1	OK	77.1669	73.3369	-0.073442	-0.384107	0.57265	0.729419	no
RG9MTD2	RG9MTD2	RG9MTD2	chr4:100467863-100485189	KO1_WT	KO1_Pus1	OK	9.45456	9.75112	0.0445589	0.215333	0.75975	0.861563	no
RG9MTD3	RG9MTD3	RG9MTD3	chr9:37753801-37778969	KO1_WT	KO1_Pus1	OK	5.9077	5.0103	-0.2377	-0.962396	0.1685	0.320691	no
RGAG1	RGAG1	RGAG1	chrX:109437413-109699562	KO1_WT	KO1_Pus1	NOTEST	0.0644988	0.240221	1.89702	0	1	1	no
RGAG4	RGAG4	RGAG4	chrX:71130937-71363424	KO1_WT	KO1_Pus1	OK	2.4418	2.52149	0.0463306	0.166416	0.80955	0.893087	no
RGL1	RGL1	RGL1	chr1:183605207-183897666	KO1_WT	KO1_Pus1	OK	1.67418	1.31277	-0.350844	-1.2698	0.0709	0.169141	no
RGL2	RGL2	RGL2	chr6_qbl_hap6:4491673-4499405	KO1_WT	KO1_Pus1	OK	5.3192	5.4828	0.0437024	0.190435	0.78015	0.874822	no
RGL3	RGL3	RGL3	chr19:11504731-11530018	KO1_WT	KO1_Pus1	NOTEST	0.0107383	0.0777271	2.85566	0	1	1	no
RGL4	RGL4	RGL4	chr22:23980674-24059610	KO1_WT	KO1_Pus1	OK	3.31161	4.31544	0.381975	0.959366	0.17115	0.324426	no
RGMA	RGMA	RGMA	chr15:93586635-93632443	KO1_WT	KO1_Pus1	OK	9.08871	6.43647	-0.497807	-2.27185	0.00105	0.00590664	yes
RGMB	RGMB	RGMB	chr5:98104998-98132198	KO1_WT	KO1_Pus1	OK	6.90808	6.91676	0.00181191	0.0086024	0.9892	0.992957	no
RGN	RGN	RGN	chrX:46937774-46952712	KO1_WT	KO1_Pus1	NOTEST	0	0.0661908	inf	0	1	1	no
RGNEF	RGNEF	RGNEF	chr5:72921982-73237818	KO1_WT	KO1_Pus1	OK	0.876528	0.903139	0.0431485	0.141366	0.8382	0.910043	no
RGP1	RGP1	RGP1	chr9:35749276-35754274	KO1_WT	KO1_Pus1	OK	15.0662	13.1907	-0.191787	-0.829693	0.23515	0.409175	no
RGPD1	RGPD1	RGPD1	chr2:88047605-88285309	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RGPD2	RGPD2	RGPD2	chr2:88047605-88285309	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RGPD3	RGPD3	RGPD3	chr2:107021135-107084801	KO1_WT	KO1_Pus1	NOTEST	0.121064	0.162242	0.422387	0	1	1	no
RGPD4	RGPD4	RGPD4	chr2:108443387-108509000	KO1_WT	KO1_Pus1	NOTEST	0.259359	0.32781	0.337913	0	1	1	no
RGPD5	RGPD5,RGPD8	RGPD5,RGPD8	chr2:113125945-113191222	KO1_WT	KO1_Pus1	NOTEST	0.0200116	0.0100813	-0.989161	0	1	1	no
RGPD6	RGPD6	RGPD6	chr2:111271378-111336309	KO1_WT	KO1_Pus1	NOTEST	8.70893e-06	0	-inf	0	1	1	no
RGPD8	RGPD8	RGPD8	chr2:113125945-113191222	KO1_WT	KO1_Pus1	NOTEST	0.000223833	0.000222951	-0.00569575	0	1	1	no
RGR	RGR	RGR	chr10:86004808-86018944	KO1_WT	KO1_Pus1	NOTEST	0.0275497	0	-inf	0	1	1	no
RGS1	RGS1	RGS1	chr1:192544856-192549159	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RGS10	RGS10	RGS10	chr10:121259338-121302222	KO1_WT	KO1_Pus1	OK	27.9602	27.5666	-0.0204493	-0.0911287	0.8934	0.940069	no
RGS11	RGS11	RGS11	chr16:318309-325914	KO1_WT	KO1_Pus1	NOTEST	0	0.0434935	inf	0	1	1	no
RGS12	RGS12	RGS12	chr4:3315873-3441640	KO1_WT	KO1_Pus1	OK	2.62962	2.84612	0.114144	0.466573	0.5065	0.676323	no
RGS13	RGS13	RGS13	chr1:192605267-192629440	KO1_WT	KO1_Pus1	NOTEST	0.0384597	0	-inf	0	1	1	no
RGS14	RGS14	RGS14	chr5:176784843-176799599	KO1_WT	KO1_Pus1	OK	4.42394	3.02857	-0.546697	-2.0264	0.0041	0.0179277	yes
RGS16	RGS16	RGS16	chr1:182567757-182573548	KO1_WT	KO1_Pus1	OK	7.50869	4.14143	-0.858432	-3.51255	5e-05	0.000427361	yes
RGS17	RGS17	RGS17	chr6:153332031-153452389	KO1_WT	KO1_Pus1	OK	4.28225	4.27032	-0.00402548	-0.0133142	0.9841	0.99032	no
RGS18	RGS18	RGS18	chr1:192127591-192154945	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RGS19	RGS19	RGS19	chr20:62704534-62711324	KO1_WT	KO1_Pus1	OK	13.4049	9.99501	-0.423479	-1.79959	0.01085	0.0389915	yes
RGS2	RGS2	RGS2	chr1:192778168-192781407	KO1_WT	KO1_Pus1	OK	9.97768	6.66379	-0.58236	-2.23815	0.002	0.0100258	yes
RGS20	RGS20	RGS20	chr8:54764367-54871863	KO1_WT	KO1_Pus1	OK	1.14264	0.99132	-0.204943	-0.421443	0.53865	0.701461	no
RGS21	RGS21	RGS21	chr1:192286121-192336414	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RGS22	RGS22	RGS22	chr8:100973275-101118344	KO1_WT	KO1_Pus1	NOTEST	0.0063024	0	-inf	0	1	1	no
RGS3	RGS3	RGS3	chr9:116207010-116360018	KO1_WT	KO1_Pus1	OK	0.811448	0.733322	-0.146052	-0.263514	0.69185	0.816391	no
RGS4	RGS4	RGS4	chr1:163038395-163046592	KO1_WT	KO1_Pus1	OK	0.598558	1.48906	1.31484	3.3028	5e-05	0.000427361	yes
RGS5	RGS5	RGS5	chr1:163112088-163291581	KO1_WT	KO1_Pus1	OK	2.85321	3.31446	0.216187	0.606922	0.3843	0.564865	no
RGS6	RGS6	RGS6	chr14:72398816-73033238	KO1_WT	KO1_Pus1	NOTEST	0.0163593	0.0400641	1.2922	0	1	1	no
RGS7	RGS7	RGS7	chr1:240938816-241520478	KO1_WT	KO1_Pus1	OK	1.93928	1.53898	-0.333539	-0.983889	0.1642	0.315094	no
RGS7BP	RGS7BP	RGS7BP	chr5:63802451-63908121	KO1_WT	KO1_Pus1	NOTEST	0	0.278481	inf	0	1	1	no
RGS8	RGS8	RGS8	chr1:182615791-182642067	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RGS9	RGS9	RGS9	chr17:63133455-63223821	KO1_WT	KO1_Pus1	NOTEST	0.242517	0.254335	0.0686419	0	1	1	no
RGS9BP	RGS9BP	RGS9BP	chr19:33166312-33169206	KO1_WT	KO1_Pus1	OK	0.565537	0.716943	0.342236	0.733468	0.30285	0.484369	no
RGSL1	RGSL1	RGSL1	chr1:182419255-182529732	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RHAG	RHAG	RHAG	chr6:49572889-49604587	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RHBDD1	RHBDD1	RHBDD1	chr2:227700670-227863923	KO1_WT	KO1_Pus1	OK	8.26048	7.59218	-0.12171	-0.59841	0.3937	0.574148	no
RHBDD2	RHBDD2	RHBDD2	chr7:75508316-75518244	KO1_WT	KO1_Pus1	OK	29.3305	15.0102	-0.966458	-4.62326	5e-05	0.000427361	yes
RHBDD3	RHBDD3	RHBDD3	chr22:29655843-29663914	KO1_WT	KO1_Pus1	OK	11.2275	14.3198	0.350975	1.5722	0.0267	0.0800576	no
RHBDF1	RHBDF1	RHBDF1	chr16:108057-122629	KO1_WT	KO1_Pus1	OK	2.60081	2.64063	0.0219231	0.0794864	0.9102	0.950631	no
RHBDF2	RHBDF2	RHBDF2	chr17:74466974-74497509	KO1_WT	KO1_Pus1	OK	4.8627	3.38874	-0.521008	-2.15743	0.00285	0.0133357	yes
RHBDL1	RHBDL1	RHBDL1	chr16:726074-728267	KO1_WT	KO1_Pus1	OK	1.12262	0.864453	-0.377005	-0.724658	0.30195	0.483398	no
RHBDL2	RHBDL2	RHBDL2	chr1:39351478-39407456	KO1_WT	KO1_Pus1	NOTEST	0.126986	0.0755865	-0.748469	0	1	1	no
RHBDL3	RHBDL3	RHBDL3	chr17:30593194-30651680	KO1_WT	KO1_Pus1	OK	1.65532	2.0387	0.300534	1.12371	0.1095	0.234892	no
RHBG	RHBG	RHBG	chr1:156338979-156355013	KO1_WT	KO1_Pus1	NOTEST	0.109263	0.0781366	-0.483739	0	1	1	no
RHCE	RHCE	RHCE	chr1:25664788-25747363	KO1_WT	KO1_Pus1	NOTEST	0.178047	0.112933	-0.656788	0	1	1	no
RHCG	RHCG	RHCG	chr15:90014637-90039799	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RHD	RHD	RHD	chr1:25598980-25656936	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RHEB	RHEB	RHEB	chr7:151163097-151217010	KO1_WT	KO1_Pus1	OK	30.557	23.1945	-0.397718	-1.99144	0.0052	0.021601	yes
RHEBL1	RHEBL1	RHEBL1	chr12:49458467-49463775	KO1_WT	KO1_Pus1	OK	0.457223	0.961077	1.07175	1.43266	0.05915	0.148116	no
RHO	RHO	RHO	chr3:129247481-129254187	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RHOA	RHOA	RHOA	chr3:49396578-49449526	KO1_WT	KO1_Pus1	OK	363.773	475.962	0.387808	12.683	5e-05	0.000427361	yes
RHOB	RHOB	RHOB	chr2:20646834-20649201	KO1_WT	KO1_Pus1	OK	57.566	119.652	1.05555	6.97653	5e-05	0.000427361	yes
RHOBTB1	RHOBTB1	RHOBTB1	chr10:62629197-62761198	KO1_WT	KO1_Pus1	OK	4.75536	5.46293	0.20012	0.910475	0.19395	0.355952	no
RHOBTB2	RHOBTB2	RHOBTB2	chr8:22844929-22941132	KO1_WT	KO1_Pus1	OK	3.85434	3.68276	-0.0656956	-0.145517	0.8325	0.907005	no
RHOBTB3	RHOBTB3	RHOBTB3	chr5:95066849-95132071	KO1_WT	KO1_Pus1	OK	17.2324	15.5391	-0.149223	-0.774533	0.26835	0.446316	no
RHOC	RHOC	RHOC	chr1:113243748-113250025	KO1_WT	KO1_Pus1	OK	33.3199	37.2102	0.159314	0.773938	0.2659	0.443357	no
RHOD	RHOD	RHOD	chr11:66824288-66839488	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RHOF	RHOF	RHOF	chr12:122150657-122231594	KO1_WT	KO1_Pus1	OK	2.08224	2.36101	0.18127	0.296268	0.67545	0.805105	no
RHOG	RHOG	RHOG	chr11:3848207-3862213	KO1_WT	KO1_Pus1	OK	22.1786	24.1658	0.123798	0.578291	0.4085	0.588393	no
RHOH	RHOH	RHOH	chr4:40198526-40246281	KO1_WT	KO1_Pus1	NOTEST	0.0421899	0.0504905	0.259114	0	1	1	no
RHOJ	RHOJ	RHOJ	chr14:63671101-63760230	KO1_WT	KO1_Pus1	NOTEST	0	0.0365801	inf	0	1	1	no
RHOQ	RHOQ	RHOQ	chr2:46769866-46844251	KO1_WT	KO1_Pus1	OK	25.2222	29.5248	0.22723	1.45996	0.0401	0.10998	no
RHOT1	RHOT1	RHOT1	chr17:30469472-30552746	KO1_WT	KO1_Pus1	OK	14.423	18.45	0.355248	1.77115	0.0125	0.0434214	yes
RHOT2	RHOT2	RHOT2	chr16:718082-724174	KO1_WT	KO1_Pus1	OK	30.9645	24.894	-0.314819	-1.60608	0.0227	0.0699528	no
RHOU	RHOU	RHOU	chr1:228780393-228882416	KO1_WT	KO1_Pus1	OK	12.1359	7.83704	-0.630899	-3.01052	5e-05	0.000427361	yes
RHOV	RHOV	RHOV	chr15:41164411-41166487	KO1_WT	KO1_Pus1	OK	5.02147	3.66174	-0.455581	-1.58439	0.0286	0.0843572	no
RHOXF1	RHOXF1	RHOXF1	chrX:119243024-119249847	KO1_WT	KO1_Pus1	NOTEST	0.316599	0.282967	-0.162019	0	1	1	no
RHOXF2	RHOXF2,RHOXF2B	RHOXF2,RHOXF2B	chrX:119292466-119297945	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RHOXF2B	RHOXF2B	RHOXF2B	chrX:119292466-119297945	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RHPN1	RHPN1	RHPN1	chr8:144451024-144466390	KO1_WT	KO1_Pus1	OK	4.04051	3.00476	-0.427287	-1.7557	0.0132	0.0453877	yes
RHPN2	RHPN2	RHPN2	chr19:33469497-33555824	KO1_WT	KO1_Pus1	OK	10.7001	10.4263	-0.0374029	-0.181647	0.7987	0.886818	no
RIBC1	RIBC1	RIBC1	chrX:53449838-53458057	KO1_WT	KO1_Pus1	OK	2.28524	2.08241	-0.134095	-0.345786	0.62655	0.770663	no
RIBC2	RIBC2	RIBC2	chr22:45809573-45828295	KO1_WT	KO1_Pus1	OK	4.88698	2.27114	-1.10553	-3.2097	5e-05	0.000427361	yes
RIC3	RIC3	RIC3	chr11:8060179-8190590	KO1_WT	KO1_Pus1	NOTEST	0.0703156	0.107942	0.618336	0	1	1	no
RIC8A	RIC8A	RIC8A	chr11:208529-236362	KO1_WT	KO1_Pus1	OK	33.2234	34.0021	0.0334247	0.154929	0.8238	0.902309	no
RIC8B	RIC8B	RIC8B	chr12:106751435-107283094	KO1_WT	KO1_Pus1	OK	6.26022	6.32503	0.0148582	0.0400117	0.9544	0.97476	no
RICTOR	RICTOR	RICTOR	chr5:38938021-39074501	KO1_WT	KO1_Pus1	OK	6.145	7.35328	0.258975	1.31945	0.05975	0.149307	no
RIF1	RIF1	RIF1	chr2:152266396-152333860	KO1_WT	KO1_Pus1	OK	30.3467	20.8134	-0.544031	-3.99423	5e-05	0.000427361	yes
RIIAD1	RIIAD1	RIIAD1	chr1:151694012-151702082	KO1_WT	KO1_Pus1	NOTEST	0.21532	0.52726	1.29203	0	1	1	no
RILP	RILP	RILP	chr17:1549444-1553392	KO1_WT	KO1_Pus1	OK	2.24268	1.28235	-0.806436	-2.05978	0.0061	0.0245225	yes
RILPL1	RILPL1	RILPL1	chr12:123955908-124018265	KO1_WT	KO1_Pus1	OK	4.58599	6.3376	0.466704	1.94242	0.0058	0.0235602	yes
RILPL2	RILPL2	RILPL2	chr12:123899935-123921264	KO1_WT	KO1_Pus1	OK	8.46049	9.49203	0.165975	0.663449	0.34665	0.528392	no
RIMBP2	RIMBP2	RIMBP2	chr12:130880680-131002410	KO1_WT	KO1_Pus1	NOTEST	0.00409251	0.020158	2.3003	0	1	1	no
RIMBP3	RIMBP3	RIMBP3	chr22:20455993-20461786	KO1_WT	KO1_Pus1	NOTEST	0.373794	0.346086	-0.111113	0	1	1	no
RIMBP3B	RIMBP3B,RIMBP3C	RIMBP3B,RIMBP3C	chr22:21899957-21978323	KO1_WT	KO1_Pus1	NOTEST	0.0478596	0.0459431	-0.0589592	0	1	1	no
RIMBP3C	RIMBP3C	RIMBP3C	chr22:21899957-21978323	KO1_WT	KO1_Pus1	NOTEST	2.09523e-05	9.97647e-06	-1.07051	0	1	1	no
RIMKLA	RIMKLA	RIMKLA	chr1:42846467-42889900	KO1_WT	KO1_Pus1	OK	1.98413	2.28331	0.20262	0.928702	0.18325	0.34216	no
RIMKLB	RIMKLB	RIMKLB	chr12:8850517-8929787	KO1_WT	KO1_Pus1	OK	11.9053	10.8369	-0.135652	-0.691829	0.321	0.504123	no
RIMS1	RIMS1	RIMS1	chr6:72596649-73112845	KO1_WT	KO1_Pus1	NOTEST	0.145836	0.398347	1.44968	0	1	1	no
RIMS2	RIMS2	RIMS2	chr8:104512975-105266656	KO1_WT	KO1_Pus1	NOTEST	0.0551073	0.4217	2.9359	0	1	1	no
RIMS3	RIMS3	RIMS3	chr1:41086351-41131324	KO1_WT	KO1_Pus1	OK	3.11857	1.9147	-0.703767	-3.07387	5e-05	0.000427361	yes
RIMS4	RIMS4	RIMS4	chr20:43374487-43438979	KO1_WT	KO1_Pus1	OK	16.12	12.9911	-0.311332	-1.60668	0.0225	0.0695636	no
RIN1	RIN1	RIN1	chr11:66099541-66104000	KO1_WT	KO1_Pus1	NOTEST	0.153882	0.0490309	-1.65006	0	1	1	no
RIN2	RIN2	RIN2	chr20:19867164-19983103	KO1_WT	KO1_Pus1	OK	1.05185	0.709557	-0.567942	-1.61161	0.0223	0.0690746	no
RIN3	RIN3	RIN3	chr14:92980124-93155334	KO1_WT	KO1_Pus1	OK	2.52676	2.31071	-0.128952	-0.491976	0.48005	0.655308	no
RING1	RING1	RING1	chr6_qbl_hap6:4408512-4412726	KO1_WT	KO1_Pus1	OK	25.6769	32.2813	0.330229	1.63722	0.01955	0.0621891	no
RINL	RINL	RINL	chr19:39358471-39368919	KO1_WT	KO1_Pus1	NOTEST	0.194034	0.204729	0.0774101	0	1	1	no
RINT1	RINT1	RINT1	chr7:105172531-105221976	KO1_WT	KO1_Pus1	OK	26.5928	18.0417	-0.5597	-2.81928	5e-05	0.000427361	yes
RIOK1	RIOK1	RIOK1	chr6:7390061-7418270	KO1_WT	KO1_Pus1	OK	57.9096	48.2949	-0.261932	-1.56533	0.0299	0.0873532	no
RIOK2	RIOK2	RIOK2	chr5:96496570-96519005	KO1_WT	KO1_Pus1	OK	18.8015	21.3773	0.18523	0.909786	0.194	0.355994	no
RIOK3	RIOK3	RIOK3	chr18:21032786-21063099	KO1_WT	KO1_Pus1	OK	24.3404	16.7727	-0.537243	-2.76733	5e-05	0.000427361	yes
RIPK1	RIPK1	RIPK1	chr6:3077057-3115421	KO1_WT	KO1_Pus1	OK	15.7163	13.9417	-0.172864	-0.871344	0.2163	0.385201	no
RIPK2	RIPK2	RIPK2	chr8:90769974-90803292	KO1_WT	KO1_Pus1	OK	12.8404	11.2799	-0.186941	-0.886646	0.2059	0.37174	no
RIPK3	RIPK3	RIPK3	chr14:24805226-24809242	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RIPK4	RIPK4	RIPK4	chr21:43159528-43187249	KO1_WT	KO1_Pus1	OK	4.84835	3.83088	-0.33982	-1.47165	0.03765	0.104937	no
RIPPLY1	RIPPLY1	RIPPLY1	chrX:106143292-106174091	KO1_WT	KO1_Pus1	NOTEST	0.0304148	0.0758548	1.31847	0	1	1	no
RIPPLY2	RIPPLY2	RIPPLY2	chr6:84562984-84567234	KO1_WT	KO1_Pus1	OK	1.45981	1.32573	-0.138989	-0.186766	0.78555	0.878492	no
RIT1	RIT1	RIT1	chr1:155867600-155881177	KO1_WT	KO1_Pus1	OK	9.11367	11.0951	0.283814	1.36549	0.05705	0.143921	no
RIT2	RIT2	RIT2	chr18:40323191-40695657	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RLBP1	RLBP1	RLBP1	chr15:89753097-89764922	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RLF	RLF	RLF	chr1:40627040-40706593	KO1_WT	KO1_Pus1	OK	14.0295	9.96296	-0.493817	-2.53369	0.0001	0.000799879	yes
RLIM	RLIM	RLIM	chrX:73802810-73834461	KO1_WT	KO1_Pus1	OK	18.5588	20.6555	0.154421	1.13237	0.1075	0.231654	no
RLN1	RLN1	RLN1	chr9:5334968-5339873	KO1_WT	KO1_Pus1	NOTEST	0.150734	0.040348	-1.90144	0	1	1	no
RLN2	RLN2	RLN2	chr9:5299867-5304580	KO1_WT	KO1_Pus1	OK	2.4956	2.16305	-0.206321	-0.393458	0.5625	0.722053	no
RLN3	RLN3	RLN3	chr19:14139016-14141783	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RLTPR	RLTPR	RLTPR	chr16:67679029-67694718	KO1_WT	KO1_Pus1	OK	2.2417	3.34842	0.578886	1.56234	0.0289	0.0850522	no
RMI1	RMI1	RMI1	chr9:86595636-86618987	KO1_WT	KO1_Pus1	OK	13.0917	10.396	-0.332618	-1.62852	0.01985	0.0630524	no
RMI2	RMI2	RMI2	chr16:11439310-11445617	KO1_WT	KO1_Pus1	OK	26.2079	25.655	-0.0307576	-0.147638	0.8339	0.907823	no
RMND1	RMND1	RMND1	chr6:151725988-151773316	KO1_WT	KO1_Pus1	OK	17.9185	18.051	0.0106238	0.0507945	0.9423	0.967787	no
RMND5A	RMND5A	RMND5A	chr2:86730552-87005164	KO1_WT	KO1_Pus1	OK	34.4803	38.0329	0.141475	0.830731	0.2398	0.41432	no
RMND5B	RMND5B	RMND5B	chr5:177558027-177575479	KO1_WT	KO1_Pus1	OK	23.6129	25.1847	0.0929734	0.45547	0.5144	0.682109	no
RMRP	RMRP	RMRP	chr9:35657747-35658015	KO1_WT	KO1_Pus1	OK	40.9232	19.1842	-1.093	-2.27415	0.00385	0.0170033	yes
RMST	RMST	RMST	chr12:97858798-97927544	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RN45S	RN45S	RN45S	chrUn_gl000220:97128-126696	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RN5-8S1	RN5-8S1	RN5-8S1	chrUn_gl000220:155996-156152	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RNASE1	RNASE1	RNASE1	chr14:21269514-21271036	KO1_WT	KO1_Pus1	NOTEST	0	0.100915	inf	0	1	1	no
RNASE10	RNASE10	RNASE10	chr14:20978630-20979281	KO1_WT	KO1_Pus1	NOTEST	0	0.0705153	inf	0	1	1	no
RNASE11	RNASE11	RNASE11	chr14:21051051-21058982	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RNASE12	RNASE12	RNASE12	chr14:21051051-21058982	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RNASE13	RNASE13	RNASE13	chr14:21500978-21502944	KO1_WT	KO1_Pus1	NOTEST	0	0.021616	inf	0	1	1	no
RNASE2	RNASE2	RNASE2	chr14:21423629-21424594	KO1_WT	KO1_Pus1	NOTEST	0	0.0610793	inf	0	1	1	no
RNASE3	RNASE3	RNASE3	chr14:21359561-21360507	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RNASE4	RNASE4	RNASE4	chr14:21152335-21168758	KO1_WT	KO1_Pus1	OK	2.44883	4.21394	0.783076	1.85051	0.0093	0.034423	yes
RNASE6	RNASE6	RNASE6	chr14:21249209-21250626	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RNASE7	RNASE7	RNASE7	chr14:21510384-21512392	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RNASE8	RNASE8	RNASE8	chr14:21526051-21526516	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RNASE9	RNASE9	RNASE9	chr14:21024251-21029090	KO1_WT	KO1_Pus1	NOTEST	0	0.0363089	inf	0	1	1	no
RNASEH1	RNASEH1	RNASEH1	chr2:3592690-3605940	KO1_WT	KO1_Pus1	OK	25.2536	24.2481	-0.0586191	-0.284671	0.683	0.81074	no
RNASEH2A	RNASEH2A	RNASEH2A	chr19:12917427-12924462	KO1_WT	KO1_Pus1	OK	136.142	109.468	-0.314613	-1.75758	0.01405	0.0476043	yes
RNASEH2B	RNASEH2B	RNASEH2B	chr13:51483813-51544596	KO1_WT	KO1_Pus1	OK	38.4367	43.8968	0.191631	0.97376	0.16275	0.313085	no
RNASEH2C	RNASEH2C	RNASEH2C	chr11:65479472-65488409	KO1_WT	KO1_Pus1	OK	39.6838	40.7528	0.0383467	0.22353	0.75175	0.857058	no
RNASEK	RNASEK	RNASEK	chr17:6915735-6922973	KO1_WT	KO1_Pus1	OK	205.208	155.817	-0.39724	-2.21942	0.0015	0.00790942	yes
RNASEK-C17ORF49	RNASEK-C17ORF49	RNASEK-C17ORF49	chr17:6915735-6922973	KO1_WT	KO1_Pus1	OK	0.437318	0.654686	0.582121	0.232897	0.7938	0.883828	no
RNASEL	RNASEL	RNASEL	chr1:182542768-182558394	KO1_WT	KO1_Pus1	OK	3.51771	3.45836	-0.0245483	-0.1041	0.88325	0.935722	no
RNASET2	RNASET2	RNASET2	chr6:167343003-167370077	KO1_WT	KO1_Pus1	OK	25.8363	20.2928	-0.348432	-1.61012	0.02325	0.0713648	no
RND1	RND1	RND1	chr12:49250915-49259653	KO1_WT	KO1_Pus1	OK	1.6349	2.05441	0.329527	0.846736	0.2307	0.40361	no
RND2	RND2	RND2	chr17:41177257-41184058	KO1_WT	KO1_Pus1	OK	4.62513	8.34526	0.851465	3.93551	5e-05	0.000427361	yes
RND3	RND3	RND3	chr2:151324706-151344209	KO1_WT	KO1_Pus1	OK	14.4298	10.6922	-0.432489	-2.07818	0.003	0.01389	yes
RNF10	RNF10	RNF10	chr12:120972131-121015397	KO1_WT	KO1_Pus1	OK	56.4044	55.2098	-0.0308828	-0.226485	0.7419	0.850405	no
RNF103	RNF103	RNF103	chr2:86730552-87005164	KO1_WT	KO1_Pus1	OK	13.8839	18.0167	0.375917	0.937331	0.1834	0.342295	no
RNF103-CHMP3	RNF103-CHMP3	RNF103-CHMP3	chr2:86730552-87005164	KO1_WT	KO1_Pus1	NOTEST	0	0.280114	inf	0	1	1	no
RNF11	RNF11	RNF11	chr1:51701944-51739119	KO1_WT	KO1_Pus1	OK	19.8864	18.3155	-0.118715	-0.599181	0.396	0.576103	no
RNF111	RNF111	RNF111	chr15:59279864-59389253	KO1_WT	KO1_Pus1	OK	6.65038	6.8446	0.0415304	0.202264	0.7812	0.875405	no
RNF112	RNF112	RNF112	chr17:19314490-19320589	KO1_WT	KO1_Pus1	NOTEST	0.0475393	0.0707471	0.573552	0	1	1	no
RNF113A	RNF113A	RNF113A	chrX:119004494-119010629	KO1_WT	KO1_Pus1	OK	20.6654	22.6788	0.134128	0.348919	0.61355	0.761049	no
RNF113B	RNF113B	RNF113B	chr13:98795433-99102023	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RNF114	RNF114	RNF114	chr20:48552913-48570422	KO1_WT	KO1_Pus1	OK	34.6628	38.9992	0.170057	0.880125	0.2089	0.375923	no
RNF115	RNF115	RNF115	chr1:145611035-145688776	KO1_WT	KO1_Pus1	OK	27.0585	30.319	0.164139	0.810637	0.2491	0.424504	no
RNF121	RNF121	RNF121	chr11:71639767-71708643	KO1_WT	KO1_Pus1	OK	13.9975	13.6934	-0.031695	-0.152455	0.8276	0.904446	no
RNF122	RNF122	RNF122	chr8:33405272-33424643	KO1_WT	KO1_Pus1	OK	4.01956	4.87187	0.277438	1.0067	0.1553	0.303032	no
RNF123	RNF123	RNF123	chr3:49726949-49761384	KO1_WT	KO1_Pus1	OK	12.9625	14.482	0.159917	0.64199	0.3588	0.541135	no
RNF125	RNF125	RNF125	chr18:29598444-29653154	KO1_WT	KO1_Pus1	OK	5.75481	4.13659	-0.476325	-2.24761	0.00205	0.0102222	yes
RNF126	RNF126	RNF126	chr19:647525-663233	KO1_WT	KO1_Pus1	OK	35.6375	36.4706	0.0333376	0.16752	0.81535	0.897089	no
RNF126P1	RNF126P1	RNF126P1	chr17:55122838-55124156	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RNF128	RNF128	RNF128	chrX:105937067-106040246	KO1_WT	KO1_Pus1	OK	6.69021	6.1199	-0.128545	-0.56279	0.41925	0.598269	no
